pair_id,set,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,pred_score,runtime_ms
p179,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,582.7434062957764
p180,Set C,0,1,0.0,0.0,663.3,266.3,999.0,0.0,8.1,999.0,0.0,-0.25,999.0,0.9085,566.4823055267334
p181,Set D,1,1,642.733,269.701,642.51,269.73,0.22487774456353016,10.138,10.1,0.038000000000000256,-2.299,-2.25,0.04899999999999993,0.9984,633.5206031799316
p182,Set D,1,0,304.792,338.263,0.0,0.0,999.0,8.635,0.0,999.0,-3.87,0.0,999.0,0.9972,716.4199352264404
p183,Set D,1,1,598.243,609.295,598.0,608.2,1.121638979351126,8.747,8.9,0.15300000000000047,3.142,2.75,0.3919999999999999,0.9987,667.0401096343994
p184,Set D,1,1,469.173,652.364,469.43,653.11,0.7890278829040036,9.707,9.9,0.19299999999999962,-1.638,-2.25,0.6120000000000001,0.9963,683.626651763916
p185,Set D,1,1,528.406,736.431,810.2,567.2,328.7050194277539,9.427,10.0,0.5730000000000004,-1.444,0.0,1.444,0.9986,749.5503425598145
p186,Set D,1,1,625.71,326.142,625.7,325.7,0.44211310769983536,9.766,9.9,0.13400000000000034,-2.117,-2.25,0.133,0.9988,698.714017868042
p187,Set D,1,1,659.786,667.691,925.2,859.2,327.2923593318366,11.798,10.0,1.798,3.791,0.25,3.541,0.9987,634.5627307891846
p188,Set D,1,1,719.519,649.824,718.7,648.7,1.3907325407855142,8.378,8.1,0.27800000000000047,-3.533,-2.75,0.7829999999999999,0.997,716.8536186218262
p189,Set D,1,1,602.379,532.351,601.2,530.2,2.45292519249971,9.422,9.1,0.32200000000000095,-4.419,-4.75,0.3310000000000004,0.9982,683.9621067047119
p190,Set D,1,1,546.888,673.461,545.7,672.7,1.410838403219845,10.053,10.1,0.04699999999999882,-4.816,-4.75,0.06599999999999984,0.9989,715.764045715332
p191,Set D,1,1,655.044,362.188,654.87,362.8,0.6362546659946949,8.614,8.9,0.2859999999999996,0.681,0.25,0.43100000000000005,0.998,650.3889560699463
p192,Set D,1,1,460.877,413.952,461.3,413.7,0.49237485719724394,8.095,8.1,0.004999999999999005,3.418,2.75,0.6680000000000001,0.9985,733.954906463623
p193,Set D,1,1,724.439,595.508,724.57,594.7,0.8185505482253437,8.987,9.0,0.0129999999999999,2.656,2.75,0.09399999999999986,0.9989,700.4194259643555
p194,Set D,1,1,692.742,410.872,692.2,410.89,0.5422988106200385,11.539,11.9,0.36100000000000065,-1.103,-0.25,0.853,0.9976,648.8723754882812
p195,Set D,1,1,608.422,260.306,607.7,260.29,0.7221772635578954,9.703,9.9,0.19700000000000095,3.968,4.75,0.782,0.9984,698.6331939697266
p196,Set D,1,1,308.575,301.037,308.04,301.61,0.7839349462806254,11.719,11.9,0.18100000000000094,2.962,2.5,0.4620000000000002,0.9984,670.7217693328857
p197,Set D,1,1,300.797,431.123,301.3,432.3,1.2799757810208892,8.203,8.1,0.10299999999999976,-2.717,-2.75,0.03299999999999992,0.9986,713.6433124542236
p198,Set D,1,0,345.288,374.779,0.0,0.0,999.0,8.476,0.0,999.0,3.635,0.0,999.0,0.4687,666.506290435791
p199,Set D,1,1,579.254,573.133,579.04,574.3,1.186459017412666,8.297,8.1,0.19700000000000095,-1.015,-0.25,0.7649999999999999,0.9973,700.3576755523682
p200,Set D,1,1,617.38,672.188,617.22,671.7,0.5135601230624647,9.887,9.9,0.0129999999999999,3.792,4.75,0.9580000000000002,0.9979,716.9570922851562
