pair_id,set,gen_id,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,gt_in_coarse,gt_coarse_dist,gt_in_refined,gt_refined_dist,gt_rank_before,gt_rank_after,primary_cat,pred_score,runtime_ms
pair_150,Set C,gen_030,0,1,0.0,0.0,499.8,500.8,999.0,0.0,8.75,999.0,0.0,5.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.9466,550.15
pair_151,Set C,gen_031,0,1,0.0,0.0,508.02,524.25,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5204,499.71
pair_152,Set C,gen_032,0,1,0.0,0.0,508.12,525.3,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5157,450.42
pair_153,Set C,gen_033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.2022,500.46
pair_154,Set C,gen_034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.2022,485.71
pair_155,Set C,gen_035,0,1,0.0,0.0,518.3,511.15,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.9766,416.65
pair_156,Set C,gen_036,0,1,0.0,0.0,518.3,511.15,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.9766,399.74
pair_157,Set C,gen_037,0,1,0.0,0.0,495.7,503.3,999.0,0.0,11.25,999.0,0.0,-3.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.8146,400.16
pair_158,Set C,gen_038,0,1,0.0,0.0,495.7,503.3,999.0,0.0,11.25,999.0,0.0,-3.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.8146,383.86
pair_159,Set C,gen_039,0,1,0.0,0.0,503.7,504.78,999.0,0.0,11.75,999.0,0.0,-5.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.7354,399.73
pair_160,Set C,gen_040,0,1,0.0,0.0,503.7,504.78,999.0,0.0,11.75,999.0,0.0,-5.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.7354,416.59
pair_161,Set C,gen_041,0,1,0.0,0.0,490.7,498.7,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.6334,466.7
pair_162,Set C,gen_042,0,1,0.0,0.0,490.7,498.7,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.6334,466.3
pair_163,Set C,gen_043,0,1,0.0,0.0,448.67,529.3,999.0,0.0,12.0,999.0,0.0,1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.8377,416.44
pair_164,Set C,gen_044,0,1,0.0,0.0,448.67,529.3,999.0,0.0,12.0,999.0,0.0,1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.8377,433.41
pair_165,Set C,gen_045,0,1,0.0,0.0,500.7,502.7,999.0,0.0,11.75,999.0,0.0,-4.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5417,433.09
pair_166,Set C,gen_046,0,1,0.0,0.0,500.7,502.7,999.0,0.0,11.75,999.0,0.0,-4.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5417,416.64
pair_167,Set C,gen_047,0,1,0.0,0.0,504.72,492.7,999.0,0.0,11.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.6023,499.93
pair_168,Set C,gen_048,0,1,0.0,0.0,504.72,492.7,999.0,0.0,11.0,999.0,0.0,-2.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.6023,466.67
pair_169,Set C,gen_049,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.4959,500.44
pair_170,Set C,gen_050,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.4959,516.84
pair_171,Set C,gen_051,0,1,0.0,0.0,469.3,493.3,999.0,0.0,12.0,999.0,0.0,0.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.6255,466.31
pair_172,Set C,gen_052,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.4014,483.0
pair_173,Set C,gen_053,0,1,0.0,0.0,724.3,745.7,999.0,0.0,11.75,999.0,0.0,4.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5464,366.5
pair_174,Set C,gen_054,0,1,0.0,0.0,529.71,549.91,999.0,0.0,10.75,999.0,0.0,5.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5693,466.59
pair_175,Set C,gen_055,0,1,0.0,0.0,950.7,957.39,999.0,0.0,11.75,999.0,0.0,-1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5658,416.68
pair_176,Set C,gen_056,0,1,0.0,0.0,950.7,957.39,999.0,0.0,11.75,999.0,0.0,-1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.5658,439.59
pair_177,Set C,gen_057,0,1,0.0,0.0,433.2,911.8,999.0,0.0,8.75,999.0,0.0,3.5,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.8637,449.9
pair_178,Set C,gen_058,0,1,0.0,0.0,473.7,932.84,999.0,0.0,10.75,999.0,0.0,1.0,999.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.7105,366.42
pair_179,Set C,gen_059,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.1255,500.0
pair_180,Set C,gen_060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,999.0,False,999.0,-1,-1,C_ABSENT,0.1255,466.68
pair_181,Set D,gen_001,1,1,669.0,376.0,668.2,376.8,1.13,9.44,9.25,0.19,-2.082,-2.5,0.42,True,1.0,True,0.0,1,1,PASS,0.9988,583.0
pair_182,Set D,gen_002,1,1,614.0,361.0,613.2,361.8,1.13,8.666,8.75,0.08,4.834,5.0,0.17,True,1.0,True,0.0,1,1,PASS,0.9989,549.68
pair_183,Set D,gen_003,1,1,521.0,511.0,519.75,509.7,1.8,9.506,9.75,0.24,2.521,2.5,0.02,True,0.0,True,0.0,11,1,PASS,0.9982,616.3
pair_184,Set D,gen_004,1,1,382.0,646.0,383.3,646.23,1.32,10.703,10.75,0.05,-1.021,-1.0,0.02,True,0.0,True,0.0,19,1,PASS,0.998,533.04
pair_185,Set D,gen_005,1,1,470.0,520.0,469.85,520.8,0.81,9.43,9.25,0.18,-4.296,-4.0,0.3,True,0.0,True,0.0,2,1,PASS,0.9976,597.9
pair_186,Set D,gen_006,1,1,297.0,732.0,297.02,732.29,0.29,11.76,11.75,0.01,-4.899,-5.0,0.1,True,1.0,True,0.71,1,1,PASS,0.998,616.68
pair_187,Set D,gen_007,1,1,454.0,498.0,454.0,498.66,0.66,8.246,8.25,0.0,3.095,3.5,0.4,True,0.0,True,0.0,30,1,PASS,0.9941,566.45
pair_188,Set D,gen_008,1,1,378.0,657.0,378.04,656.85,0.16,10.29,10.25,0.04,-1.864,-1.0,0.86,True,1.0,True,0.0,1,1,PASS,0.9978,549.81
pair_189,Set D,gen_009,1,1,481.0,436.0,480.53,435.2,0.93,9.448,9.25,0.2,-0.682,-1.0,0.32,True,1.0,True,0.0,4,1,PASS,0.9976,599.89
pair_190,Set D,gen_010,1,1,389.0,553.0,388.65,552.7,0.46,8.467,8.75,0.28,-0.517,-1.0,0.48,True,0.0,True,0.0,1,1,PASS,0.9539,532.93
pair_191,Set D,gen_011,1,1,537.0,466.0,371.73,465.2,165.27,10.332,10.0,0.33,2.423,0.0,2.42,True,1.0,True,0.0,3,3,H,0.999,483.37
pair_192,Set D,gen_012,1,1,490.0,365.0,490.58,530.15,165.15,8.563,10.0,1.44,0.456,0.0,0.46,True,2.24,True,0.0,4,3,H,0.999,583.67
pair_193,Set D,gen_013,1,1,494.0,722.0,304.77,532.7,267.66,9.412,10.0,0.59,-1.172,0.0,1.17,True,0.0,True,0.0,4,4,H,0.999,566.64
pair_194,Set D,gen_014,1,1,346.0,513.0,535.2,608.68,212.02,8.976,10.0,1.02,2.205,0.0,2.21,True,1.0,True,0.0,10,2,H,0.999,616.42
pair_195,Set D,gen_015,1,1,471.0,392.0,470.7,392.3,0.42,11.101,11.25,0.15,-3.797,-4.0,0.2,True,1.0,True,0.71,1,1,PASS,0.9976,517.85
pair_196,Set D,gen_016,1,1,274.0,523.0,464.46,808.8,343.45,9.346,10.0,0.65,-3.927,0.0,3.93,True,1.0,True,0.0,4,2,H,0.999,583.03
pair_197,Set D,gen_017,1,1,482.0,297.0,482.8,297.8,1.13,10.248,10.25,0.0,4.409,4.0,0.41,True,1.0,True,0.0,1,1,PASS,0.9978,566.77
pair_198,Set D,gen_018,1,1,537.0,508.0,537.8,508.57,0.98,9.468,9.25,0.22,-3.736,-3.5,0.24,True,1.0,True,0.0,1,1,PASS,0.9954,599.78
pair_199,Set D,gen_019,1,1,513.0,529.0,513.3,527.7,1.33,9.547,9.75,0.2,-4.35,-4.0,0.35,True,0.0,True,0.0,11,1,PASS,0.9977,583.23
pair_200,Set D,gen_020,1,1,499.0,277.0,497.7,278.08,1.69,10.825,11.0,0.18,-3.846,-3.5,0.35,True,0.0,True,0.0,18,1,PASS,0.9975,550.03
