dataset,pair_id,set,gen_id,gt_x,gt_y,gt_theta,gt_scale,gt_found,pred_x,pred_y,pred_theta,pred_scale,pred_found,pred_score,loc_err_px,scale_err,theta_err_deg,gt_in_top5,runtime_ms
ds2_60gen,pair_169,Set C,gen_049,0.0,0.0,0.0,0.0,0,505.88,507.39,1.5,9.75,1,0.8913,999.0,999.0,999.0,False,514.79
ds2_60gen,pair_170,Set C,gen_050,0.0,0.0,0.0,0.0,0,505.88,507.39,1.5,9.75,1,0.8913,999.0,999.0,999.0,False,500.49
ds2_60gen,pair_171,Set C,gen_051,0.0,0.0,0.0,0.0,0,858.3,891.3,0.0,10.75,1,0.5538,999.0,999.0,999.0,False,523.49
ds2_60gen,pair_172,Set C,gen_052,0.0,0.0,0.0,0.0,0,507.3,506.3,-1.5,11.0,1,0.6755,999.0,999.0,999.0,False,451.89
ds2_60gen,pair_173,Set C,gen_053,0.0,0.0,0.0,0.0,0,529.88,550.42,5.0,10.75,1,0.7905,999.0,999.0,999.0,False,392.83
ds2_60gen,pair_174,Set C,gen_054,0.0,0.0,0.0,0.0,0,437.78,546.7,-5.0,10.75,1,0.7821,999.0,999.0,999.0,False,403.26
ds2_60gen,pair_175,Set C,gen_055,0.0,0.0,0.0,0.0,0,373.8,545.8,-2.5,10.25,1,0.8602,999.0,999.0,999.0,False,390.15
ds2_60gen,pair_176,Set C,gen_056,0.0,0.0,0.0,0.0,0,373.8,545.8,-2.5,10.25,1,0.8602,999.0,999.0,999.0,False,397.21
ds2_60gen,pair_177,Set C,gen_057,0.0,0.0,0.0,0.0,0,432.8,528.87,0.0,9.25,1,0.7957,999.0,999.0,999.0,False,447.44
ds2_60gen,pair_178,Set C,gen_058,0.0,0.0,0.0,0.0,0,57.7,957.7,-5.0,12.0,1,0.6542,999.0,999.0,999.0,False,404.33
ds2_60gen,pair_179,Set C,gen_059,0.0,0.0,0.0,0.0,0,880.8,939.2,0.0,8.75,1,0.6813,999.0,999.0,999.0,False,488.15
ds2_60gen,pair_180,Set C,gen_060,0.0,0.0,0.0,0.0,0,880.8,939.2,0.0,8.75,1,0.6813,999.0,999.0,999.0,False,514.97
ds2_60gen,pair_181,Set D,gen_001,669.0,376.0,-2.082,9.44,1,668.2,376.8,-2.5,9.25,1,0.9976,1.13,0.19,0.42,True,575.69
ds2_60gen,pair_182,Set D,gen_002,614.0,361.0,4.834,8.666,1,613.2,361.8,5.0,8.75,1,0.9969,1.13,0.08,0.17,True,562.15
ds2_60gen,pair_183,Set D,gen_003,521.0,511.0,2.521,9.506,1,519.75,509.7,2.5,9.75,1,0.9888,1.8,0.24,0.02,True,637.75
ds2_60gen,pair_184,Set D,gen_004,382.0,646.0,-1.021,10.703,1,732.23,646.77,0.0,10.0,1,0.9979,350.23,0.7,1.02,True,603.77
ds2_60gen,pair_185,Set D,gen_005,470.0,520.0,-4.296,9.43,1,570.8,720.8,0.0,10.0,1,0.9987,224.68,0.57,4.3,False,600.01
ds2_60gen,pair_186,Set D,gen_006,297.0,732.0,-4.899,11.76,1,597.68,132.8,0.0,10.0,1,0.9986,670.41,1.76,4.9,False,556.51
ds2_60gen,pair_187,Set D,gen_007,454.0,498.0,3.095,8.246,1,803.2,498.44,0.0,10.0,1,0.9983,349.2,1.75,3.1,False,586.07
ds2_60gen,pair_188,Set D,gen_008,378.0,657.0,-1.864,10.29,1,448.69,656.66,0.0,10.0,1,0.9978,70.69,0.29,1.86,True,528.8
ds2_60gen,pair_189,Set D,gen_009,481.0,436.0,-0.682,9.448,1,440.99,236.8,0.0,10.0,1,0.999,203.18,0.55,0.68,False,614.29
ds2_60gen,pair_190,Set D,gen_010,389.0,553.0,-0.517,8.467,1,228.98,592.2,0.0,10.0,1,0.9983,164.75,1.53,0.52,False,559.24
ds2_60gen,pair_191,Set D,gen_011,537.0,466.0,2.423,10.332,1,371.73,465.2,0.0,10.0,1,0.999,165.27,0.33,2.42,False,494.35
ds2_60gen,pair_192,Set D,gen_012,490.0,365.0,0.456,8.563,1,490.58,530.15,0.0,10.0,1,0.999,165.15,1.44,0.46,False,592.45
ds2_60gen,pair_193,Set D,gen_013,494.0,722.0,-1.172,9.412,1,304.77,532.7,0.0,10.0,1,0.999,267.66,0.59,1.17,False,589.42
ds2_60gen,pair_194,Set D,gen_014,346.0,513.0,2.205,8.976,1,535.2,608.68,0.0,10.0,1,0.999,212.02,1.02,2.21,False,566.52
ds2_60gen,pair_195,Set D,gen_015,471.0,392.0,-3.797,11.101,1,186.49,582.8,0.0,10.0,1,0.9985,342.56,1.1,3.8,False,511.35
ds2_60gen,pair_196,Set D,gen_016,274.0,523.0,-3.927,9.346,1,464.46,808.8,0.0,10.0,1,0.999,343.45,0.65,3.93,False,558.15
ds2_60gen,pair_197,Set D,gen_017,482.0,297.0,4.409,10.248,1,898.8,417.8,0.0,10.0,1,0.9983,433.95,0.25,4.41,False,541.22
ds2_60gen,pair_198,Set D,gen_018,537.0,508.0,-3.736,9.468,1,408.24,748.14,0.0,10.0,1,0.9983,272.48,0.53,3.74,False,576.65
ds2_60gen,pair_199,Set D,gen_019,513.0,529.0,-4.35,9.547,1,513.12,529.8,-3.5,10.0,1,0.9594,0.81,0.45,0.85,True,557.06
ds2_60gen,pair_200,Set D,gen_020,499.0,277.0,-3.846,10.825,1,498.7,276.2,-4.0,10.75,1,0.979,0.85,0.07,0.15,True,486.4
ds1_generic,pair_001,Set A,generic,345.49,650.25,0.199,8.136,1,311.2,684.25,1.0,10.25,1,0.9554,48.29,2.11,0.8,False,503.05
ds1_generic,pair_002,Set A,generic,638.97,278.05,1.374,9.726,1,638.11,277.7,1.5,9.75,1,0.9978,0.93,0.02,0.13,True,515.66
ds1_generic,pair_003,Set A,generic,537.43,567.65,3.284,8.139,1,518.8,588.8,2.5,10.0,1,0.8047,28.19,1.86,0.78,True,503.38
ds1_generic,pair_004,Set A,generic,444.42,349.94,4.601,11.983,1,475.7,345.3,4.0,10.75,1,0.5764,31.62,1.23,0.6,False,395.0
ds1_generic,pair_005,Set A,generic,526.35,438.55,0.134,11.496,1,527.3,439.3,0.0,11.75,1,0.869,1.21,0.25,0.13,True,455.47
ds1_generic,pair_006,Set A,generic,368.35,645.89,-2.642,8.227,1,314.39,560.33,0.0,10.0,1,0.8727,101.15,1.77,2.64,False,516.97
ds1_generic,pair_007,Set A,generic,679.32,613.4,1.824,8.683,1,0.0,0.0,0.0,0.0,0,0.4511,999.0,999.0,999.0,False,502.25
ds1_generic,pair_008,Set A,generic,524.71,254.06,-2.5,10.541,1,523.7,253.7,-2.5,10.75,1,0.9899,1.07,0.21,0.0,True,473.36
ds1_generic,pair_009,Set A,generic,357.51,682.57,-4.32,10.241,1,357.2,682.2,-4.0,10.25,1,0.9952,0.48,0.01,0.32,True,515.24
ds1_generic,pair_010,Set A,generic,344.2,437.18,-4.375,9.63,1,345.3,436.38,-4.0,9.75,1,0.9751,1.36,0.12,0.38,True,570.43
ds1_generic,pair_011,Set A,generic,325.81,655.08,-3.539,11.352,1,327.3,653.7,-3.5,11.25,1,0.8141,2.03,0.1,0.04,True,433.41
ds1_generic,pair_012,Set A,generic,578.32,510.64,3.564,9.969,1,577.2,511.2,3.5,10.0,1,0.9976,1.25,0.03,0.06,True,479.31
ds1_generic,pair_013,Set A,generic,325.99,420.02,3.45,8.595,1,275.11,378.3,-3.5,9.0,1,0.7859,65.8,0.4,6.95,False,487.7
ds1_generic,pair_014,Set A,generic,739.75,438.69,-2.763,10.133,1,739.8,438.66,-3.5,10.0,1,0.9967,0.06,0.13,0.74,True,477.23
ds1_generic,pair_015,Set A,generic,257.19,566.01,1.372,9.379,1,257.8,566.8,1.5,9.25,1,0.9852,1.0,0.13,0.13,True,574.57
ds1_generic,pair_016,Set A,generic,378.89,509.86,2.721,9.967,1,379.8,510.8,2.5,10.0,1,0.9988,1.31,0.03,0.22,True,552.39
ds1_generic,pair_017,Set A,generic,438.26,270.88,-2.725,9.773,1,438.14,271.8,-2.5,10.0,1,0.9895,0.93,0.23,0.23,True,553.52
ds1_generic,pair_018,Set A,generic,496.91,359.85,2.277,11.147,1,498.3,359.7,2.5,11.25,1,0.8072,1.4,0.1,0.22,True,422.32
ds1_generic,pair_019,Set A,generic,288.43,623.51,1.214,10.414,1,288.8,615.8,-1.0,10.0,1,0.9634,7.72,0.41,2.21,True,501.48
ds1_generic,pair_020,Set A,generic,404.19,360.01,3.141,9.783,1,403.2,360.8,3.5,10.0,1,0.9957,1.27,0.22,0.36,True,516.86
ds1_generic,pair_021,Set A,generic,744.95,569.89,4.157,11.132,1,746.3,568.7,4.0,11.25,1,0.9602,1.8,0.12,0.16,True,435.72
ds1_generic,pair_022,Set A,generic,616.71,314.74,1.323,11.067,1,621.47,318.65,1.0,9.75,1,0.7926,6.16,1.32,0.32,True,499.67
ds1_generic,pair_023,Set A,generic,363.79,377.38,-1.891,8.668,1,322.7,375.3,-5.0,8.0,1,0.5056,41.14,0.67,3.11,False,497.92
ds1_generic,pair_024,Set A,generic,715.48,534.72,3.92,10.877,1,716.3,534.75,4.0,10.75,1,0.9387,0.82,0.13,0.08,True,509.66
ds1_generic,pair_025,Set A,generic,618.36,696.75,1.949,10.252,1,617.42,697.8,1.5,10.25,1,0.9947,1.41,0.0,0.45,True,549.97
ds1_generic,pair_026,Set A,generic,708.48,677.62,-1.81,10.539,1,709.8,678.8,-1.0,10.25,1,0.9737,1.77,0.29,0.81,True,500.45
ds1_generic,pair_027,Set A,generic,386.91,442.07,0.344,10.239,1,386.64,441.43,0.0,10.25,1,0.9939,0.69,0.01,0.34,True,527.37
ds1_generic,pair_028,Set A,generic,440.06,658.04,-2.53,8.359,1,0.0,0.0,0.0,0.0,0,0.3944,999.0,999.0,999.0,True,481.79
ds1_generic,pair_029,Set A,generic,733.59,731.39,-1.686,9.462,1,733.82,731.3,-1.0,9.75,1,0.9811,0.25,0.29,0.69,True,548.31
ds1_generic,pair_030,Set A,generic,674.05,529.85,-3.89,10.379,1,673.41,529.2,-4.0,10.25,1,0.99,0.91,0.13,0.11,True,472.09
ds1_generic,pair_031,Set A,generic,365.66,474.9,-2.686,10.118,1,365.2,475.73,-1.5,10.25,1,0.9974,0.95,0.13,1.19,True,504.26
ds1_generic,pair_032,Set A,generic,405.73,602.0,-1.927,9.614,1,405.96,600.89,-1.5,9.75,1,0.989,1.13,0.14,0.43,True,528.2
ds1_generic,pair_033,Set A,generic,520.47,264.36,-0.188,9.826,1,520.8,264.8,0.0,10.0,1,0.9955,0.55,0.17,0.19,True,605.97
ds1_generic,pair_034,Set A,generic,290.01,517.03,4.004,8.891,1,278.98,544.7,2.5,9.75,1,0.6595,29.79,0.86,1.5,False,510.77
ds1_generic,pair_035,Set A,generic,672.61,705.84,-2.098,9.144,1,715.3,771.3,-1.5,8.0,1,0.9105,78.15,1.14,0.6,False,542.95
ds1_generic,pair_036,Set A,generic,735.42,562.35,2.396,10.527,1,723.32,550.2,0.0,10.0,1,0.9779,17.15,0.53,2.4,True,531.01
ds1_generic,pair_037,Set A,generic,481.4,414.18,0.638,11.972,1,480.81,413.7,0.0,11.75,1,0.9177,0.76,0.22,0.64,True,458.89
ds1_generic,pair_038,Set A,generic,728.72,664.28,4.8,9.575,1,728.0,662.7,5.0,9.75,1,0.9831,1.74,0.18,0.2,True,551.14
ds1_generic,pair_039,Set A,generic,353.87,510.5,-2.622,11.403,1,339.3,509.35,1.0,11.25,1,0.9422,14.62,0.15,3.62,False,466.07
ds1_generic,pair_040,Set A,generic,721.87,606.32,-1.954,10.291,1,721.99,607.8,-1.5,10.25,1,0.9948,1.48,0.04,0.45,True,532.36
ds1_generic,pair_041,Set A,generic,314.49,709.67,-2.218,8.937,1,307.7,715.8,-1.5,10.25,1,0.9767,9.15,1.31,0.72,True,517.44
ds1_generic,pair_042,Set A,generic,304.75,630.32,3.991,11.983,1,305.3,629.7,4.0,12.0,1,0.9304,0.83,0.02,0.01,True,424.16
ds1_generic,pair_043,Set A,generic,443.42,322.52,-2.406,8.829,1,437.2,317.8,5.0,8.75,1,0.9635,7.81,0.08,7.41,True,509.88
ds1_generic,pair_044,Set A,generic,526.81,446.33,3.731,11.1,1,925.87,681.3,-3.5,8.0,1,0.644,463.1,3.1,7.23,False,376.5
ds1_generic,pair_045,Set A,generic,566.65,444.96,-4.907,8.306,1,597.7,453.3,-1.5,9.75,1,0.8575,32.15,1.44,3.41,False,488.72
ds1_generic,pair_046,Set A,generic,462.05,430.38,0.386,8.984,1,434.3,411.2,5.0,8.75,1,0.7389,33.73,0.23,4.61,False,608.97
ds1_generic,pair_047,Set A,generic,485.56,455.76,-2.755,8.359,1,503.18,435.2,-2.5,10.25,1,0.9662,27.08,1.89,0.25,True,487.75
ds1_generic,pair_048,Set A,generic,550.64,516.12,1.512,11.903,1,547.56,537.77,0.0,10.75,1,0.8849,21.87,1.15,1.51,False,398.37
ds1_generic,pair_049,Set A,generic,683.94,385.05,-0.548,8.061,1,665.09,403.7,-1.0,9.75,1,0.8993,26.52,1.69,0.45,False,504.14
ds1_generic,pair_050,Set A,generic,557.49,364.27,-1.923,8.353,1,562.8,389.64,-1.5,10.0,1,0.8204,25.92,1.65,0.42,False,512.4
ds1_generic,pair_051,Set A,generic,613.2,623.89,2.813,9.051,1,589.2,605.8,-1.5,9.25,1,0.7948,30.05,0.2,4.31,False,560.05
ds1_generic,pair_052,Set A,generic,303.1,481.29,0.165,10.377,1,303.41,481.3,0.0,10.75,1,0.9774,0.31,0.37,0.17,True,512.24
ds1_generic,pair_053,Set A,generic,449.44,347.23,-0.402,10.877,1,438.48,315.8,3.5,10.25,1,0.935,33.29,0.63,3.9,True,516.28
ds1_generic,pair_054,Set A,generic,347.69,565.8,1.238,8.079,1,346.7,566.3,1.0,8.0,1,0.8653,1.11,0.08,0.24,True,503.19
ds1_generic,pair_055,Set A,generic,424.69,721.34,-0.846,8.417,1,447.2,700.2,-1.0,10.25,1,0.9288,30.88,1.83,0.15,False,511.98
ds1_generic,pair_056,Set A,generic,712.3,663.66,-4.383,8.281,1,706.8,656.2,-5.0,10.0,1,0.884,9.27,1.72,0.62,True,458.53
ds1_generic,pair_057,Set A,generic,717.24,382.1,4.999,10.216,1,716.2,382.8,5.0,10.25,1,0.9559,1.25,0.03,0.0,True,524.19
ds1_generic,pair_058,Set A,generic,691.68,330.04,-4.334,11.954,1,699.85,329.7,-4.0,11.25,1,0.8653,8.18,0.7,0.33,True,425.63
ds1_generic,pair_059,Set A,generic,540.28,743.24,1.733,11.842,1,538.7,743.3,1.5,11.75,1,0.9741,1.58,0.09,0.23,True,417.88
ds1_generic,pair_060,Set A,generic,702.82,299.64,-3.066,11.173,1,668.2,303.8,-3.5,10.0,1,0.9564,34.87,1.17,0.43,True,448.41
ds1_generic,pair_061,Set A,generic,398.93,607.09,-1.572,8.774,1,723.3,246.7,1.0,11.75,1,0.7586,484.87,2.98,2.57,False,495.8
ds1_generic,pair_062,Set A,generic,588.87,438.99,-4.104,10.77,1,559.2,428.8,0.0,10.25,1,0.9259,31.37,0.52,4.1,True,494.9
ds1_generic,pair_063,Set A,generic,622.52,540.95,3.253,11.095,1,684.3,919.7,1.5,8.0,1,0.9242,383.76,3.1,1.75,False,436.8
ds1_generic,pair_064,Set A,generic,641.24,743.64,-4.628,10.592,1,640.7,742.7,-4.0,10.75,1,0.9837,1.08,0.16,0.63,True,449.87
ds1_generic,pair_065,Set A,generic,639.8,747.7,1.522,11.036,1,688.3,751.3,1.0,9.75,1,0.9531,48.63,1.29,0.52,True,463.03
ds1_generic,pair_066,Set A,generic,656.16,508.0,4.612,11.781,1,660.3,511.15,-3.5,12.0,1,0.5933,5.2,0.22,8.11,True,433.64
ds1_generic,pair_067,Set A,generic,621.37,563.39,2.795,10.199,1,621.8,563.8,2.5,10.25,1,0.9969,0.59,0.05,0.29,True,509.48
ds1_generic,pair_068,Set A,generic,739.86,526.19,-3.273,10.299,1,739.2,516.8,-1.0,10.0,1,0.9587,9.41,0.3,2.27,True,487.68
ds1_generic,pair_069,Set A,generic,312.19,576.01,1.688,10.761,1,284.3,625.7,0.0,9.75,1,0.8847,56.98,1.01,1.69,True,494.81
ds1_generic,pair_070,Set A,generic,458.6,512.47,1.578,9.47,1,459.8,512.8,1.5,9.25,1,0.9012,1.24,0.22,0.08,True,529.59
ds1_generic,pair_071,Set B,generic,432.83,381.24,-3.046,11.53,1,419.7,358.7,-3.5,9.75,1,0.9947,26.09,1.78,0.45,False,526.36
ds1_generic,pair_072,Set B,generic,320.98,397.73,-4.165,11.873,1,663.8,624.8,-3.5,10.25,1,0.8355,411.2,1.62,0.67,False,530.94
ds1_generic,pair_073,Set B,generic,299.23,506.56,0.514,10.497,1,300.3,507.3,1.0,10.75,1,0.9483,1.3,0.25,0.49,True,511.58
ds1_generic,pair_074,Set B,generic,715.36,424.16,4.615,10.673,1,734.8,417.8,5.0,10.0,1,0.993,20.45,0.67,0.38,False,551.1
ds1_generic,pair_075,Set B,generic,689.36,457.63,1.487,10.29,1,0.0,0.0,0.0,0.0,0,0.3313,999.0,999.0,999.0,False,454.32
ds1_generic,pair_076,Set B,generic,385.33,459.05,-2.147,11.518,1,366.7,470.3,-3.5,10.75,1,0.6912,21.76,0.77,1.35,False,457.62
ds1_generic,pair_077,Set B,generic,538.51,678.12,-3.286,9.169,1,547.2,700.52,-2.5,10.0,1,0.9559,24.03,0.83,0.79,False,501.99
ds1_generic,pair_078,Set B,generic,738.77,319.23,-1.48,8.034,1,728.61,316.42,-1.0,10.0,1,0.9782,10.54,1.97,0.48,True,552.37
ds1_generic,pair_079,Set B,generic,449.3,515.83,3.522,11.823,1,444.11,518.8,3.5,10.25,1,0.9664,5.98,1.57,0.02,True,463.93
ds1_generic,pair_080,Set B,generic,522.21,662.45,1.591,8.399,1,518.76,635.2,1.0,10.0,1,0.9732,27.47,1.6,0.59,False,552.32
ds1_generic,pair_081,Set B,generic,661.75,686.42,2.919,11.642,1,694.26,724.3,2.5,9.75,1,0.9952,49.92,1.89,0.42,False,567.54
ds1_generic,pair_082,Set B,generic,737.85,509.33,0.73,8.56,1,0.0,0.0,0.0,0.0,0,0.382,999.0,999.0,999.0,False,510.35
ds1_generic,pair_083,Set B,generic,512.21,549.06,-3.965,11.912,1,507.7,541.7,5.0,12.0,1,0.6108,8.63,0.09,8.96,True,452.03
ds1_generic,pair_084,Set B,generic,608.27,299.6,-3.258,10.367,1,866.37,609.7,1.0,9.75,1,0.9172,403.46,0.62,4.26,False,559.06
ds1_generic,pair_085,Set B,generic,297.75,668.8,4.965,9.138,1,0.0,0.0,0.0,0.0,0,0.4891,999.0,999.0,999.0,False,537.63
ds1_generic,pair_086,Set B,generic,339.06,463.18,-0.253,10.984,1,355.06,468.08,0.0,12.0,1,0.7487,16.73,1.02,0.25,False,455.32
ds1_generic,pair_087,Set B,generic,328.34,623.89,1.644,11.43,1,304.2,642.8,-2.5,10.25,1,0.9499,30.66,1.18,4.14,False,585.21
ds1_generic,pair_088,Set B,generic,338.17,698.51,4.556,9.61,1,337.87,697.7,5.0,9.75,1,0.9865,0.86,0.14,0.44,True,544.42
ds1_generic,pair_089,Set B,generic,634.79,337.18,-2.908,8.907,1,656.7,325.3,-1.0,9.75,1,0.6482,24.92,0.84,1.91,False,582.27
ds1_generic,pair_090,Set B,generic,732.71,657.78,-0.819,8.093,1,699.2,634.2,-1.0,9.25,1,0.9315,40.97,1.16,0.18,False,661.29
ds1_generic,pair_091,Set B,generic,600.74,571.71,3.148,10.943,1,611.2,556.8,-1.5,10.25,1,0.9375,18.21,0.69,4.65,False,588.79
ds1_generic,pair_092,Set B,generic,528.61,563.2,2.5,8.447,1,523.8,552.8,2.5,10.25,1,0.9919,11.46,1.8,0.0,True,585.29
ds1_generic,pair_093,Set B,generic,667.2,714.74,-4.318,8.135,1,668.3,713.7,-4.0,8.25,1,0.8835,1.51,0.12,0.32,True,441.64
ds1_generic,pair_094,Set B,generic,566.88,415.67,-2.083,9.438,1,558.2,419.2,-1.0,10.0,1,0.9581,9.37,0.56,1.08,True,577.52
ds1_generic,pair_095,Set B,generic,411.14,343.31,1.593,8.715,1,404.8,344.2,3.5,8.75,1,0.7634,6.4,0.04,1.91,True,517.96
ds1_generic,pair_096,Set B,generic,673.93,521.24,0.013,8.773,1,687.8,500.2,3.5,9.25,1,0.7038,25.2,0.48,3.49,False,527.47
ds1_generic,pair_097,Set B,generic,279.78,252.7,3.592,8.0,1,279.86,251.7,3.5,8.0,1,0.9708,1.0,0.0,0.09,True,514.68
ds1_generic,pair_098,Set B,generic,455.78,275.8,-2.114,8.569,1,449.7,254.7,-3.5,8.0,1,0.911,21.96,0.57,1.39,False,469.18
ds1_generic,pair_099,Set B,generic,729.97,500.02,-3.049,11.003,1,751.2,500.2,-2.5,10.25,1,0.9282,21.23,0.75,0.55,False,512.69
ds1_generic,pair_100,Set B,generic,719.35,256.49,0.26,11.474,1,47.3,875.7,4.0,11.75,1,0.7891,913.82,0.28,3.74,False,479.53
ds1_generic,pair_101,Set B,generic,292.23,733.61,1.046,10.508,1,284.3,740.3,3.5,9.0,1,0.5821,10.38,1.51,2.45,True,464.52
ds1_generic,pair_102,Set B,generic,531.65,411.46,-3.141,10.691,1,527.2,393.8,1.0,10.25,1,0.9034,18.21,0.44,4.14,True,502.56
ds1_generic,pair_103,Set B,generic,278.58,587.9,1.852,11.006,1,303.3,578.3,0.0,12.0,1,0.6047,26.52,0.99,1.85,False,473.16
ds1_generic,pair_104,Set B,generic,675.35,516.27,-0.144,8.293,1,669.29,522.2,-1.0,10.0,1,0.5255,8.48,1.71,0.86,True,491.93
ds1_generic,pair_105,Set B,generic,564.36,306.41,-4.73,8.023,1,566.3,291.3,-4.0,8.0,1,0.7434,15.23,0.02,0.73,False,512.84
ds1_generic,pair_106,Set B,generic,288.02,484.2,3.953,9.741,1,59.7,710.7,3.5,8.25,1,0.7892,321.61,1.49,0.45,False,420.9
ds1_generic,pair_107,Set B,generic,371.17,668.72,0.137,11.721,1,0.0,0.0,0.0,0.0,0,0.4062,999.0,999.0,999.0,True,466.75
ds1_generic,pair_108,Set B,generic,343.69,742.94,2.368,9.721,1,825.8,603.47,0.0,10.0,1,0.9738,501.88,0.28,2.37,False,518.03
ds1_generic,pair_109,Set B,generic,681.24,353.08,1.428,9.353,1,670.8,361.2,1.5,10.0,1,0.9982,13.23,0.65,0.07,True,601.85
ds1_generic,pair_110,Set B,generic,319.63,441.68,2.694,8.558,1,0.0,0.0,0.0,0.0,0,0.3513,999.0,999.0,999.0,False,553.57
ds1_generic,pair_111,Set B,generic,574.94,620.16,-4.988,10.905,1,579.26,628.7,1.0,11.0,1,0.6927,9.57,0.1,5.99,True,468.3
ds1_generic,pair_112,Set B,generic,260.43,529.88,-0.027,8.905,1,0.0,0.0,0.0,0.0,0,0.4417,999.0,999.0,999.0,False,553.0
ds1_generic,pair_113,Set B,generic,577.1,372.96,1.022,9.383,1,554.8,524.8,1.0,10.0,1,0.9321,153.47,0.62,0.02,False,571.98
ds1_generic,pair_114,Set B,generic,628.5,291.44,-2.636,11.189,1,640.32,271.8,-2.5,10.25,1,0.9956,22.92,0.94,0.14,False,547.83
ds1_generic,pair_115,Set B,generic,251.16,697.67,4.168,11.09,1,282.3,702.3,2.5,11.0,1,0.7133,31.48,0.09,1.67,False,509.91
ds1_generic,pair_116,Set B,generic,709.9,397.64,0.655,9.531,1,708.81,409.21,0.0,9.0,1,0.8615,11.62,0.53,0.66,True,599.09
ds1_generic,pair_117,Set B,generic,442.1,528.21,-0.972,10.607,1,415.8,551.8,1.5,10.25,1,0.73,35.33,0.36,2.47,False,563.84
ds1_generic,pair_118,Set B,generic,266.5,483.39,4.71,11.09,1,243.8,482.8,5.0,10.25,1,0.9417,22.71,0.84,0.29,False,483.12
ds1_generic,pair_119,Set B,generic,668.0,340.06,0.067,8.866,1,652.83,355.3,0.0,9.75,1,0.9805,21.5,0.88,0.07,False,569.39
ds1_generic,pair_120,Set B,generic,256.44,503.03,-1.333,10.125,1,257.8,503.99,-1.5,10.25,1,0.9981,1.66,0.12,0.17,True,538.05
ds1_generic,pair_121,Set B,generic,434.52,256.52,4.306,10.107,1,0.0,0.0,0.0,0.0,0,0.4569,999.0,999.0,999.0,False,589.79
ds1_generic,pair_122,Set B,generic,487.95,669.01,-3.36,10.98,1,473.3,682.49,1.0,9.75,1,0.727,19.91,1.23,4.36,True,554.36
ds1_generic,pair_123,Set B,generic,513.04,258.69,1.35,9.183,1,516.3,220.76,1.5,8.0,1,0.949,38.07,1.18,0.15,False,516.87
ds1_generic,pair_124,Set B,generic,722.92,516.65,0.002,9.012,1,845.7,73.71,1.5,8.25,1,0.7972,459.64,0.76,1.5,False,516.44
ds1_generic,pair_125,Set B,generic,514.76,681.09,2.455,9.143,1,461.2,697.83,1.0,10.0,1,0.9726,56.12,0.86,1.46,False,586.84
ds1_generic,pair_126,Set B,generic,672.0,736.91,-2.504,9.868,1,659.7,720.3,-2.5,10.75,1,0.9372,20.67,0.88,0.0,False,546.76
ds1_generic,pair_127,Set B,generic,457.3,711.8,-2.078,11.136,1,450.7,681.73,-5.0,9.75,1,0.8826,30.79,1.39,2.92,False,525.96
ds1_generic,pair_128,Set B,generic,689.04,722.19,-0.968,11.653,1,128.3,215.96,-1.0,9.75,1,0.9443,755.45,1.9,0.03,False,459.17
ds1_generic,pair_129,Set B,generic,539.19,362.69,0.896,10.134,1,554.2,355.2,1.5,10.25,1,0.9575,16.77,0.12,0.6,False,610.65
ds1_generic,pair_130,Set B,generic,743.73,568.93,1.048,10.267,1,742.2,569.8,1.0,10.25,1,0.9962,1.76,0.02,0.05,True,539.01
ds1_generic,pair_131,Set B,generic,504.05,502.55,-1.757,8.22,1,465.7,522.3,0.0,9.75,1,0.9017,43.14,1.53,1.76,False,494.19
ds1_generic,pair_132,Set B,generic,669.82,417.41,-0.082,9.058,1,697.7,402.7,0.0,8.0,1,0.5883,31.52,1.06,0.08,False,553.81
ds1_generic,pair_133,Set B,generic,564.46,683.62,4.843,10.683,1,562.85,609.21,3.5,9.0,1,0.7443,74.43,1.68,1.34,False,498.94
ds1_generic,pair_134,Set B,generic,259.12,714.43,-4.184,9.733,1,262.3,699.7,0.0,9.75,1,0.8941,15.07,0.02,4.18,True,609.46
ds1_generic,pair_135,Set B,generic,604.94,280.45,-2.226,9.528,1,567.7,266.3,3.5,10.75,1,0.801,39.84,1.22,5.73,True,640.47
ds1_generic,pair_136,Set B,generic,606.86,636.83,-2.413,10.691,1,615.3,638.3,1.0,10.75,1,0.8378,8.57,0.06,3.41,True,518.85
ds1_generic,pair_137,Set B,generic,650.53,685.94,-2.976,10.419,1,621.7,726.91,1.0,9.0,1,0.9331,50.1,1.42,3.98,False,542.86
ds1_generic,pair_138,Set B,generic,341.45,596.05,4.293,9.965,1,310.36,618.2,4.0,10.25,1,0.9605,38.17,0.29,0.29,False,554.13
ds1_generic,pair_139,Set B,generic,535.19,747.59,-4.568,11.227,1,525.77,755.2,-1.5,8.75,1,0.7241,12.11,2.48,3.07,True,556.97
ds1_generic,pair_140,Set B,generic,414.96,422.81,-0.674,11.56,1,444.7,426.3,-1.0,9.75,1,0.8369,29.94,1.81,0.33,False,528.54
ds1_generic,pair_141,Set C,generic,0.0,0.0,0.0,0.0,0,633.7,325.3,1.5,9.75,1,0.8747,999.0,999.0,999.0,False,541.33
ds1_generic,pair_142,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.4023,0.0,0.0,0.0,False,574.02
ds1_generic,pair_143,Set C,generic,0.0,0.0,0.0,0.0,0,335.7,295.37,0.0,10.75,1,0.8466,999.0,999.0,999.0,False,582.26
