pair_id,set,gen_id,gt_found,base_pred_found,exp19_pred_found,gt_x,gt_y,base_pred_x,base_pred_y,exp19_pred_x,exp19_pred_y,base_loc_err,exp19_loc_err,is_triggered,base_score,exp19_score,runtime_ms
pair_184,Set D,gen_004,1,1,1,382.0,646.0,383.3,646.23,383.3,646.23,1.320189380354212,1.320189380354212,True,0.9989,0.9989,345.25
pair_185,Set D,gen_005,1,1,1,470.0,520.0,469.85,520.8,469.85,520.8,0.8139410298049364,0.8139410298049364,False,0.9981,0.9981,583.25
pair_186,Set D,gen_006,1,1,1,297.0,732.0,297.02,732.29,297.02,732.29,0.29068883707493515,0.29068883707493515,False,0.9988,0.9988,482.79
pair_187,Set D,gen_007,1,1,1,454.0,498.0,454.0,498.66,454.0,498.66,0.660000000000025,0.660000000000025,True,0.9988,0.9988,363.06
pair_188,Set D,gen_008,1,1,1,378.0,657.0,378.04,656.85,377.21,656.13,0.15524174696258355,1.1751595636338243,True,0.9985,0.9985,367.21
pair_189,Set D,gen_009,1,1,1,481.0,436.0,480.53,435.2,480.53,435.2,0.9278469701411132,0.9278469701411132,False,0.9986,0.9986,591.77
pair_190,Set D,gen_010,1,1,1,389.0,553.0,388.65,552.7,388.65,552.7,0.46097722286463205,0.46097722286463205,True,0.9979,0.9979,383.44
pair_191,Set D,gen_011,1,1,1,537.0,466.0,371.73,465.2,371.73,465.2,165.27193621422845,165.27193621422845,False,0.999,0.999,500.74
pair_192,Set D,gen_012,1,1,1,490.0,365.0,490.58,530.15,490.58,530.15,165.15101846491893,165.15101846491893,False,0.999,0.999,585.01
pair_193,Set D,gen_013,1,1,1,494.0,722.0,304.77,532.7,304.77,532.7,267.6611344592262,267.6611344592262,False,0.999,0.999,595.27
pair_194,Set D,gen_014,1,1,1,346.0,513.0,535.2,608.68,535.2,608.68,212.01722194199226,212.01722194199226,False,0.999,0.999,566.72
pair_195,Set D,gen_015,1,1,1,471.0,392.0,470.7,392.3,281.48,487.8,0.4242640687119446,212.3569410214792,True,0.9988,0.999,432.4
pair_196,Set D,gen_016,1,1,1,274.0,523.0,464.46,808.8,464.46,808.8,343.4481789149565,343.4481789149565,False,0.999,0.999,552.87
pair_197,Set D,gen_017,1,1,1,482.0,297.0,482.8,297.8,482.8,297.42,1.1313708498984922,0.9035485598461388,True,0.9989,0.9989,433.5
pair_198,Set D,gen_018,1,1,1,537.0,508.0,537.8,508.57,537.8,508.57,0.9822932352408417,0.9822932352408417,True,0.9985,0.9985,380.36
pair_199,Set D,gen_019,1,1,1,513.0,529.0,513.3,527.7,513.3,527.7,1.3341664064125789,1.3341664064125789,True,0.9988,0.9988,367.86
pair_200,Set D,gen_020,1,1,1,499.0,277.0,497.7,278.08,497.7,277.9,1.6900887550658383,1.581138830084186,True,0.9984,0.9984,370.49
